,Review,Positive,Negative,Neutral
1475,averag phoneprosth phone build qualiti goodth display averag bright outdoorsbewar realm os differ  come realm ui r stock android version realm ui think chipset power os phone perform bettercamera decent outdoor without enough light struggl like hellcons× think game devic advic would go poco   reload,0.114,0.0,0.886
1476, mani option miss  game mode game space like stuff  stock file manag  googl file instal   stock galleri  googl photo instal stock option replac googl appne game spacenavig bar remain black play bgmiaverag camera qualitydont buy like get pictur selfiesbatteri good enough batterycharg full  least buy gamingno game space  notif annoy play ,0.208,0.074,0.719
1477,super compani phone galleri see photo googl photo screenshot set also nice phone sensit give  star rate sound qualiti best geometr design look class torch also power,0.312,0.0,0.688
1478,your buy click nice photo video swift avoid camera fine phone fast process superfast fingerprint censor cool weight distribut like typic light weight phone realm brand weird thing couldnt find file manag galleri applic weir,0.248,0.153,0.599
1479,love phone cant believ give phone price realli dont understand bad reviewsand camera bad ok normal use game phone dont buy look normal user phone perfect rang awesom guy go thank flipkart ,0.413,0.0,0.587
1480,mobil touch smooth  batteri backup best  front camera good beat phone money                                      thank filpkart ,0.466,0.0,0.534
1481, finger screen shot option   system app lock option  doubl tap screen lock screen wake  time network speed tracker option  data usag icon  realm system theme app  system default galleri app avail googl photo  realm file manag app avail googl file manag  camera qualiti poor like vga  low end,0.047,0.099,0.854
1482,realm mobil batteri good camera best rest mobil awesom mobil thank,0.545,0.0,0.455
1483,price rang realm  good daili usesrear camera good sunlightu click quit good imagesit batteri backup superdisplay good enough price rangeim disappoint selfi camerathey use basic camerathi phone selfi loversspeak sound badabout overal performanceyeah okay,0.305,0.061,0.633
1484,bad thing  camera qualiti normal  selfi  micro  sound system good good  batteri back awesom  extra featur  finger print sensor face lock sensor  screen resolut goodoveral overal phone good except camera qualiti,0.222,0.089,0.689
1485,averag phoneprosth phone build qualiti goodth display averag bright outdoorsbewar realm os differ  come realm ui r stock android version realm ui think chipset power os phone perform bettercamera decent outdoor without enough light struggl like hellcons× think game devic advic would go poco   reload,0.114,0.0,0.886
1486, mani option miss  game mode game space like stuff  stock file manag  googl file instal   stock galleri  googl photo instal stock option replac googl appne game spacenavig bar remain black play bgmiaverag camera qualitydont buy like get pictur selfiesbatteri good enough batterycharg full  least buy gamingno game space  notif annoy play ,0.208,0.074,0.719
1487,super compani phone galleri see photo googl photo screenshot set also nice phone sensit give  star rate sound qualiti best geometr design look class torch also power,0.312,0.0,0.688
1488,your buy click nice photo video swift avoid camera fine phone fast process superfast fingerprint censor cool weight distribut like typic light weight phone realm brand weird thing couldnt find file manag galleri applic weir,0.248,0.153,0.599
1489,love phone cant believ give phone price realli dont understand bad reviewsand camera bad ok normal use game phone dont buy look normal user phone perfect rang awesom guy go thank flipkart ,0.413,0.0,0.587
1490,mobil touch smooth  batteri backup best  front camera good beat phone money                                      thank filpkart ,0.466,0.0,0.534
1491, finger screen shot option   system app lock option  doubl tap screen lock screen wake  time network speed tracker option  data usag icon  realm system theme app  system default galleri app avail googl photo  realm file manag app avail googl file manag  camera qualiti poor like vga  low end,0.047,0.099,0.854
1492,realm mobil batteri good camera best rest mobil awesom mobil thank,0.545,0.0,0.455
1493,price rang realm  good daili usesrear camera good sunlightu click quit good imagesit batteri backup superdisplay good enough price rangeim disappoint selfi camerathey use basic camerathi phone selfi loversspeak sound badabout overal performanceyeah okay,0.305,0.061,0.633
1494,good simpl use batteri life good charg time  hour good product compair price,0.465,0.0,0.535
1495,dont buy phone bad camera qualiti,0.363,0.0,0.637
1496,worst ever,0.0,0.804,0.196
1497,good,1.0,0.0,0.0
1498,dont buy dont want money wast  camera gimmick give worst photo pathet camera qualiti didnt expect realm,0.057,0.202,0.74
1499,work smooth expect,0.0,0.0,1.0
1500,nice,1.0,0.0,0.0
1501,nice camera,0.737,0.0,0.263
1502,bad qualiti,0.0,0.778,0.222
1503,nice product  bad,0.384,0.479,0.137
1504,batteri goodcamera qualiti goodperform good slow work satisfi perform dont like phone perform abl,0.17,0.124,0.705
1505,happi purchas product display camera qualiti good  recommend buy product,0.403,0.0,0.597
1506,good,1.0,0.0,0.0
1507,nice product,0.737,0.0,0.263
1508,camera  qualiti poornow day budget expect least case,0.0,0.0,1.0
1509,screen awesom speaker  bad yr     satisfi  set ad speaker,0.0,0.304,0.696
1510,nice,1.0,0.0,0.0
1511,nice product,0.737,0.0,0.263
1512,pleas dont buy phonethi total wast moneyi excit see phone  mp phone camera camera badin phone softwar differ realm phonein phone one app photo videosin phone set differ realm phonein phone app lock hide app settingsand option return that could even return phonepleas dont ,0.0,0.038,0.962
1513,review use  day camera   fast  fhd  panel build qualiti weak,0.0,0.244,0.756
1514,batteri goodcamera qualiti goodperform good slow work satisfi perform dont like phone perform abl,0.17,0.124,0.705
1515,happi purchas product display camera qualiti good  recommend buy product,0.403,0.0,0.597
1516,good,1.0,0.0,0.0
1517,nice product,0.737,0.0,0.263
1518,camera  qualiti poornow day budget expect least case,0.0,0.0,1.0
1519,nice product,0.737,0.0,0.263
1520,screen awesom speaker  bad yr     satisfi  set ad speaker,0.0,0.304,0.696
1521,nice,1.0,0.0,0.0
1522,review use  day camera   fast  fhd  panel build qualiti weak,0.0,0.244,0.756
1523,pleas dont buy phonethi total wast moneyi excit see phone  mp phone camera camera badin phone softwar differ realm phonein phone one app photo videosin phone set differ realm phonein phone app lock hide app settingsand option return that could even return phonepleas dont ,0.0,0.038,0.962
1524,batteri goodcamera qualiti goodperform good slow work satisfi perform dont like phone perform abl,0.17,0.124,0.705
1525,happi purchas product display camera qualiti good  recommend buy product,0.403,0.0,0.597
1526,good,1.0,0.0,0.0
1527,nice product,0.737,0.0,0.263
1528,camera  qualiti poornow day budget expect least case,0.0,0.0,1.0
1529,nice product,0.737,0.0,0.263
1530,screen awesom speaker  bad yr     satisfi  set ad speaker,0.0,0.304,0.696
1531,nice,1.0,0.0,0.0
1532,review use  day camera   fast  fhd  panel build qualiti weak,0.0,0.244,0.756
1533,pleas dont buy phonethi total wast moneyi excit see phone  mp phone camera camera badin phone softwar differ realm phonein phone one app photo videosin phone set differ realm phonein phone app lock hide app settingsand option return that could even return phonepleas dont ,0.0,0.038,0.962
1534,batteri goodcamera qualiti goodperform good slow work satisfi perform dont like phone perform abl,0.17,0.124,0.705
1535,happi purchas product display camera qualiti good  recommend buy product,0.403,0.0,0.597
1536,good,1.0,0.0,0.0
1537,nice product,0.737,0.0,0.263
1538,camera  qualiti poornow day budget expect least case,0.0,0.0,1.0
1539,nice product,0.737,0.0,0.263
1540,screen awesom speaker  bad yr     satisfi  set ad speaker,0.0,0.304,0.696
1541,nice,1.0,0.0,0.0
1542,review use  day camera   fast  fhd  panel build qualiti weak,0.0,0.244,0.756
1543,pleas dont buy phonethi total wast moneyi excit see phone  mp phone camera camera badin phone softwar differ realm phonein phone one app photo videosin phone set differ realm phonein phone app lock hide app settingsand option return that could even return phonepleas dont ,0.0,0.038,0.962
1544,nice excel product consid price perfect  camera doesnt seem  claim overal excel product,0.581,0.0,0.419
1545,smart phone best smartphon price rang phone realli valu money phonecamera   ai tripl camera  mp depth  mp macro camera imag qualiti better smartphon price rang max  full hd video also record rear camera hdr night mode support  mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautificationmax  video record b,0.232,0.0,0.768
1546,use phone sinc  month fast perform processor good batteri good camera okay good good purchas cheaper phone configur,0.509,0.0,0.491
1547,build phone good packag good transpar cover given seller front camera worth  rear camera worth  also mani applic likephoto gallerysecur scannerfil managerspe connect etcoveral would like give  star  star,0.335,0.0,0.665
1548,mobil ok,0.688,0.0,0.312
1549,poor camera qualiti infact time work poor displaypoor performancenoth good set,0.17,0.363,0.468
1550,phone valu maney camera bad condit,0.0,0.412,0.588
1551,osm mobil volu money  realm good companyand thak much  flipkart fast deliveri ,0.209,0.0,0.791
1552,super camera night,0.661,0.0,0.339
1553,nice phone best ,0.875,0.0,0.125
1554,nice excel product consid price perfect  camera doesnt seem  claim overal excel product,0.581,0.0,0.419
1555,smart phone best smartphon price rang phone realli valu money phonecamera   ai tripl camera  mp depth  mp macro camera imag qualiti better smartphon price rang max  full hd video also record rear camera hdr night mode support  mp front camera pic qualiti better price rang come front screen flash hdr mode ai face beautificationmax  video record b,0.232,0.0,0.768
